Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Item_Visibility_MeanRatio,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDP24,20.6,0.083133128,120.1756,OUT049,1332.9316,14,0.913189390404294,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCQ42,20.35,0.039428167,127.9678,OUT018,3560.6984,4,1.0475787318718344,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDY59,8.195,0.026907001999999996,93.1462,OUT018,647.8234,4,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU14,17.75,0.034823127,248.675,OUT045,4993.5,11,0.8834992947583872,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB21,7.475,0.148492521,240.6854,OUT035,1691.7978,9,1.2461594578140789,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT32,19.0,0.06590129900000001,188.7214,OUT018,1695.7926,4,0.8517291523535936,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK20,12.6,0.041622264,124.0072,OUT049,4042.7376,14,1.0320848988218174,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX09,9.0,0.064933297,174.83700000000005,OUT027,4763.799,28,0.8845011407369464,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDM01,7.895,0.0945493,102.6332,OUT035,1640.5312,9,0.9991670868817987,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRI37,15.85,0.107076832,58.7904,OUT027,1288.9888,28,0.893822271196547,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDL20,17.1,0.12867498300000002,112.3886,OUT045,2334.9606,11,1.0331314832609646,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU13,8.355,0.188322664,148.5418,OUT018,2207.127,4,1.0345948286381033,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE05,10.895,0.030689501833333337,145.2102,OUT019,437.4306,28,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE58,18.5,0.052025392,118.4124,OUT013,2370.248,26,1.9976139588179962,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT32,19.0,0.065316099,189.9214,OUT027,5087.3778,28,0.8441658431696982,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ01,8.975,0.01516265,101.899,OUT010,103.199,15,1.4765484455402318,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDM08,10.1,0.053584207,224.4088,OUT046,4697.8848,16,1.0474580659758248,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS58,9.285,0.020989132,158.6578,OUT013,2406.867,26,1.2481604927463297,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ26,11.6,0.144017405,238.3222,OUT046,5736.5328,16,0.9217422489809206,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC46,17.7,0.115978122,183.4266,OUT027,7192.6374,28,0.9076186343372324,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY51,12.5,0.081465335,220.7798,OUT018,6611.394,4,1.003953770958957,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL34,16.0,0.041177505,142.3496,OUT017,3246.4408,6,1.004720903636758,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRG39,14.15,0.042352822000000005,51.6982,OUT018,1262.3568,4,1.0021933517921289,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCG43,20.2,0.074541867,94.1462,OUT018,1758.3778,4,0.9465895223570998,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDT01,13.65,0.18454121,211.5902,OUT045,4672.5844,11,0.9997188871112823,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCR38,17.25,0.114160573,253.1724,OUT017,3775.086,6,0.8926048784161521,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRF01,5.655,0.175352413,147.4102,OUT049,2478.7734,14,1.0330242900971294,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDF53,20.75,0.083590755,182.2318,OUT035,3067.3406,9,0.9996775802830775,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS45,5.175,0.029471408,105.4622,OUT013,3281.7282,26,0.8291453299417741,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR20,20.0,0.028282832,46.2744,OUT017,1086.5856,6,1.2036284743427998,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY07,11.8,0.052234102857142854,46.5402,OUT010,229.701,15,1.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD38,16.75,0.008208341999999999,102.8674,OUT045,1528.011,11,0.9560440588637806,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRF15,18.35,0.03334929,155.034,OUT018,1990.742,4,1.0696015190076125,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDH32,12.8,0.076060037,95.141,OUT046,868.8689999999998,16,0.9999603662145994,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCJ42,19.75,0.014301326,103.0332,OUT046,1230.3984,16,0.8878646947647442,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB56,8.75,0.074931201,187.6556,OUT018,938.778,4,1.1701252007650775,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD03,13.3,0.080131363,234.03,OUT018,4194.54,4,1.0023277775431867,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCL18,18.85,0.167444431,194.6136,OUT013,1166.4816,26,0.9011794467458963,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW22,9.695,0.03033748,222.9114,OUT049,5764.4964,14,1.001292469887302,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE32,20.7,0.04874969,37.5506,OUT035,113.8518,9,0.9991670821918701,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA34,11.5,0.014788594,174.408,OUT027,7443.644,28,0.9940421437581557,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ08,11.1,0.111298111,191.7846,OUT017,3057.3536,6,0.8723320324183522,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG38,8.975,0.05268526,83.3224,OUT013,3579.3408,26,1.0411577858537728,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD29,12.15,0.018485511,253.1698,OUT018,1522.0188,4,0.9254970267602747,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCE31,7.67,0.184689756,35.4216,OUT013,450.0808,26,0.9207399951601387,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDS19,13.8,0.064153845,76.9012,OUT013,607.2096,26,1.0470345181659793,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU11,4.785,0.092516598,120.1098,OUT013,1325.6078,26,0.9981872341734477,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL02,20.0,0.104245198,105.3622,OUT049,1270.3464,14,0.8431316712315453,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO51,6.785,0.041779181,43.4112,OUT027,1107.8912,28,0.9956888623416082,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRK23,8.395,0.07226985,254.104,OUT018,3542.056,4,1.0029482715816695,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDO27,6.175,0.17980696100000002,95.2752,OUT018,1534.0032,4,1.2548454665711266,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB16,8.21,0.044995631,89.2198,OUT049,1308.297,14,1.001041896581041,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA44,19.7,0.053523765,55.393,OUT017,1471.418,6,0.9267394560761418,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCB18,19.6,0.041459372,89.6514,OUT018,1239.7196,4,0.8667048632077489,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCL53,7.5,0.036234918,175.3028,OUT046,3896.2616,16,1.0410523630986825,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDR16,5.845,0.105445801,214.4218,OUT018,1496.0526,4,1.0022564134624197,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCQ05,11.395,0.0173606515,151.6708,OUT013,3460.8284,26,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDF44,7.17,0.05997133,132.1968,OUT018,2870.9296,4,1.0035467806402787,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU50,5.75,0.075595405,114.7176,OUT017,1259.6936,6,1.0049400030834923,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG20,15.5,0.21037580600000005,178.2028,OUT010,177.1028,15,1.4719720193069488,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD58,7.76,0.059341019,99.77,OUT035,798.96,9,0.8879379523683935,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT01,13.65,0.18520944,212.9902,OUT017,3185.853,6,1.003338903214647,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK15,10.8,0.098566832,98.3042,OUT049,1488.063,14,0.8093085367726063,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ08,11.1,0.11084417,189.2846,OUT049,5159.2842,14,0.8687741348801988,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS10,19.2,0.0350152,182.0318,OUT027,5954.2494,28,0.8515428617906103,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ55,12.8,0.023567538,226.8404,OUT049,4500.808,14,0.9231753278594064,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU32,8.785,0.020539695166666667,123.0414,OUT010,121.8414,15,1.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG09,20.6,0.04792722,185.9556,OUT035,4318.3788,9,0.9294568235712408,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE39,7.89,0.036207786,121.0782,OUT045,3456.1678,11,1.0011075481281608,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU56,16.85,0.044377096,185.8266,OUT013,1659.8394,26,1.4993756134620262,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCH55,16.35,0.034742632,127.402,OUT045,759.012,11,0.9443574976697092,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDX33,9.195,0.116915909,159.4578,OUT027,4974.1918,28,0.9949340396084205,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR24,17.35,0.062979148,87.98299999999998,OUT045,1707.777,11,1.0016632988821388,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC33,8.96,0.068604503,197.3768,OUT027,7488.9184,28,0.9951180190525611,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCV54,11.1,0.03294861,116.8124,OUT027,2488.7604,28,1.0322307867699139,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCQ02,12.6,0.007450258,186.7556,OUT013,2816.3340000000007,26,0.9989901386326815,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCU17,5.32,0.093027718,101.4674,OUT049,2954.1546,14,1.1668700241247754,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCZ06,19.6,0.164864915,255.2698,OUT019,761.0094,28,1.580110433339891,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDV37,13.0,0.083498083,199.4426,OUT035,593.2278,9,0.8991760391573198,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRH25,18.7,0.014522363,50.2324,OUT027,1298.31,28,1.0519997129444982,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCI43,19.85,0.025963795,46.3376,OUT035,1150.5024,9,0.9991670783983233,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCQ53,17.6,0.019012262,237.159,OUT017,3072.667,6,1.0045602833538947,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCT18,14.6,0.059393919,181.7976,OUT035,3259.7568,9,0.9996547682147068,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDF14,7.55,0.027212058,152.734,OUT049,2756.4120000000007,14,0.9992938086642502,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM14,13.8,0.013263968,106.9254,OUT046,2930.1858,16,1.0016800181950158,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX57,17.25,0.079113947,99.2068,OUT010,97.2068,15,1.7685035222055583,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCV05,10.1,0.03020851,153.1656,OUT046,1544.656,16,0.8808032071192144,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX39,14.3,0.049634817000000005,212.5586,OUT013,3165.879000000001,26,0.881150872957356,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA23,9.8,0.047187038,100.6016,OUT046,1619.2256,16,0.9997754901599837,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCV06,11.3,0.066681333,194.4478,OUT046,387.4956,16,0.913579371212008,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCE31,7.67,0.185218446,36.3216,OUT045,415.4592,11,0.9233756910351238,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRI39,13.8,0.162462044,55.893,OUT010,226.372,15,1.4738020173310766,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDH21,10.395,0.031273559,160.0604,OUT049,1267.6832,14,0.8324106764982944,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR26,20.7,0.042836778,175.8028,OUT046,1593.9252,16,0.897569274387321,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA14,16.1,0.114127418,147.17600000000004,OUT019,585.904,28,1.3997912943644817,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDG21,17.35,0.146895866,149.605,OUT018,3745.125,4,1.0474271683928382,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCQ38,16.35,0.013420878999999998,104.828,OUT018,1810.976,4,0.9053675256513313,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDN20,19.35,0.026181893,167.0474,OUT046,2358.2636,16,0.9997287792170421,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN29,15.2,0.012184998999999998,50.3034,OUT017,145.8102,6,0.9256181264682368,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDI28,14.3,0.026428924,78.2302,OUT018,554.6114,4,1.0037420569061615,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA03,18.5,0.045243613,146.8102,OUT027,3499.4448,28,1.0531370462401004,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ28,20.0,0.0482541662,127.3678,OUT046,1780.3492,16,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO52,11.599999999999998,0.076790922,172.1106,OUT027,2566.659,28,0.9942317062510561,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU10,10.1,0.045950475,38.2848,OUT017,1230.3984,6,1.00303532925132,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP13,8.1,0.133673087,41.548,OUT027,918.804,28,0.8377351506240841,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV02,16.75,0.060252433,170.7106,OUT027,3079.9908,28,0.9947632099690421,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS28,8.18,0.08252970400000001,56.9588,OUT049,744.3644,14,1.000490072347896,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW49,19.5,0.082552214,179.8002,OUT046,716.4008,16,1.0277767992214963,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP33,18.7,0.08927225300000001,254.7672,OUT046,5113.344,16,1.0433235531247163,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDJ03,12.35,0.072541731,48.5692,OUT045,886.8456,11,0.8566054570800793,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ51,16.0,0.017536671,45.5718,OUT013,1039.9796,26,1.070246952476116,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK23,8.395,0.072088552,253.704,OUT049,4554.072,14,1.0004322498140692,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDU11,4.785,0.092781435,119.7098,OUT045,1807.647,11,1.0010446340157635,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCK06,5.03,0.008644894,122.6756,OUT035,2665.8632,9,0.8816738583035135,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY09,15.6,0.025342692000000003,174.3054,OUT017,1751.054,6,0.6809818837485334,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCY18,7.285,0.031145743,173.6054,OUT035,2626.581,9,0.9294568358363531,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA10,20.35,0.13603864766666668,120.9072,OUT049,1470.0864,14,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO34,17.7,0.030108283,165.9816,OUT017,4362.3216,6,0.9166510120635665,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE38,6.52,0.044391149000000005,164.3842,OUT027,4476.1734,28,0.9975728527878789,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF40,20.25,0.022639471,248.4092,OUT017,2241.0828,6,0.846601964983272,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY02,8.945,0.0929765,264.791,OUT017,4733.838,6,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS03,7.825,0.139419417,66.0826,OUT019,258.3304,28,1.4150914480536452,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB59,18.25,0.015278899,199.0084,OUT046,3174.5344,16,0.9994375665363981,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ42,20.35,0.039329257,127.6678,OUT049,2924.8594,14,1.0449507625734025,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDO15,16.75,0.008579863,72.3038,OUT049,960.7494,14,0.889332237647465,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRN47,12.1,0.028164527,178.166,OUT010,539.298,15,1.735658535149437,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDA03,18.5,0.04296080283333333,144.2102,OUT035,2041.3428,9,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA01,15.0,0.054367971,58.5904,OUT035,996.0368,9,0.9112241282325111,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB38,19.5,0.0273467,158.99200000000005,OUT046,1757.7120000000002,16,1.2502994679985295,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT59,13.65,0.016001434,230.6668,OUT017,1842.9344,6,1.2051664168095204,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG08,13.15,0.165328057,170.6764,OUT035,3435.528,9,1.035689257672574,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV56,16.1,0.013529884,106.2596,OUT027,1402.1748,28,0.9963686115323573,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY26,20.6,0.030510526,211.4244,OUT046,7833.8028,16,0.8813932269273069,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE13,6.28,0.027699863,87.9198,OUT035,1221.0772,9,1.000267227947671,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDE51,5.925,0.09646733,42.8086,OUT046,669.1289999999998,16,0.8309139355591568,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL40,17.7,0.011636708,94.541,OUT045,1061.951,11,1.0509682119392594,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD50,18.85,0.141642219,168.1132,OUT046,2874.9244,16,0.9992261842678015,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC04,15.6,0.044767801,241.8854,OUT027,4592.0226,28,0.8648001303912983,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN15,17.5,0.028009382000000003,141.718,OUT010,419.454,15,1.3904183023961805,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC46,17.7,0.1164455,182.8266,OUT013,5163.9448,26,0.9112762291901587,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV56,16.1,0.013584408,107.7596,OUT013,323.5788,26,1.0003838715431002,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK43,9.8,0.026950104,128.40200000000002,OUT018,1265.02,4,0.8907479491323738,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCR29,7.565,0.054751689000000006,54.793,OUT045,622.523,11,1.0017600655838945,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY03,17.6,0.076121831,111.7202,OUT046,1125.202,16,0.8482889188073236,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU44,12.15,0.058516562,164.1552,OUT049,5198.5664,14,0.8893322651161318,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ04,9.31,0.037923509,61.651,OUT013,379.506,26,0.8971603999444786,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU16,19.25,0.058365706,82.1908,OUT049,2432.8332,14,1.501789530467767,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV07,9.5,0.031346387,110.7228,OUT045,1657.842,11,1.2516545606073914,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL19,15.35,0.015663185,143.947,OUT013,3006.087,26,0.9986561815743217,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
